Job Title,Company,Location,Link
Production Planner II,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZFQ1VlhDUGZaMzJXdGNHTmtTMTBsZHlkYk5vdFR5VzlqOG9vMjZma1BCUGQteGRpbXZpdnV0eXpiNXhGMHlITEpJdVNVTWpYMDd6clQ0aFhHMU1KT3VKNjU4YmU4bnltNFJTNll6X2JGeGJvYV9vZFNiZHl6M2ExY1FrMUpKanhzUXd2dUN0R3NjRHZFeXFIc1NSTU1HR3RWb3R5NjdCaHBKUUVxNlVHdm9DN0c5WjVxUkJ4VTdFUE4yR3lGeEpGYUxMblBVdnFBY255am1aZVcwNEowai1WTmdSQ194UmRmMk9McnV6ekJscUFnZzBGS0xVMVpXOGU1TWZUQXpGZmJaNFVXNF9PbDhnWUh2S3R5RGF2TmVvTTN4THB1ejVlcVFBNmtBempfVGg3RHI4LTJab2IxSFdfeG9DbDFvZzBHSjBVZGswWER6UkpLdVdUUU40OC1QbG9xaVc0TkF6V0JZWk50cEVCaS1Kb3hybFZMWk9hTEZJSktJMXBhdHU0MHlsdVVPQm42RFcyeUFuR1VfTFJmWldoMjRlakRWQkRqbDNGcUpSSngyb1ZiQlBELWwzMmVpWUJGZTA2VVBmanluT0VMb296QUVUNFc5cXRUVHNNRW1IQk9hYm9yTlhTM24zN0xpMF9hYzhIMEV0c042R25aM1ZmeU9JWFBSWG5zamViaDASFzhWR1paLW5WSkxHdGlMTVA1OTNEbVE4GiJBQ0RYTDRtaWdKZHpWRjNycnpQbUNHbnUtNFlDYS11dVZR&fcv=3&vet=12ahUKEwipkvPUs5mLAxWxFmIAHefuMPMQw40IegQIChAB..i&ei=8VGZZ-nVJLGtiLMP593DmQ8&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3Dz7Y7vteI2GTfTBpSAAAAAA%3D%3D&vssid=jobs-detail-viewer
Mission Manager II/ Senior Mission Manager I - Haste,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3D1cypHkIvdfLX29uIAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Senior Manager, Inventory and Logistics",Rocket Lab USA,"Middle River, MD",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3D0eEh0ghyfbzZYbOzAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior IT Engineer I - Platform (DevOps),Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DUi80IkZvgFJKF3weAAAAAA%3D%3D&vssid=jobs-detail-viewer
Propulsion Systems Engineer I/II,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DvqlVU2BT4t9Sb65EAAAAAA%3D%3D&vssid=jobs-detail-viewer
Quality Intern-Spring 2025,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3D_kwCa4sD3WpiwtCtAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Principal Engineer,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DfpzWtuL2UM7h7t3zAAAAAA%3D%3D&vssid=jobs-detail-viewer
STRUCTURAL ENGINEER II  Mission Formulation,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DOjIFqxsuhGrSA15uAAAAAA%3D%3D&vssid=jobs-detail-viewer
Production Coordinator,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DkgeEu6D8NOwRReJ7AAAAAA%3D%3D&vssid=jobs-detail-viewer
Lead Quality Inspector - Avionics,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DrHfGsq9aZ4GEHHCKAAAAAA%3D%3D&vssid=jobs-detail-viewer
Senior Cloud Security Engineer,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZXRnWU4wM0hKZzdZdWM0dDFBdVVpSlJHOUI4dko2YXRwb2dFbkZmTlN1MWJoY0poeTBqTEFKZnA1Z211Vll2TnJIaUxmeXNtR0o0OHJPWkZTMndzXzFNaGRIQmZQVUtYOTZUcWxBd1J4Vkk3eE96SjZib1F0YnF4OWxXVkpsWW9KUXVOM1k3VU9hU194NjdKNVlrZzRvc1BaTlVBeFFDNzkxb1J1WGhidXBPeHpTenBxaWxJZHplVVFEMzhKTHdFbDlYQzBlNnotb0RUWEdSa0s0RDUxZnFubXNTM0RSbUJGX1ZHdEdkcVo1dWExTUVweEhINkJDZnNob2tONVN1cmxUQnNVQ3lsS3U4SXNpWFA4UFhPRFg2SjhxWnBoT3hmYlJHWk1lN3k1aHduZ1pTam9oTUdlcGtybGpFdUZtekFxU2U3ZlNYeXRjcVRjeGNaMzVkdEdHVkg3b1JjRnROVDUxdXhnTFlnTi1ycnM0NlVLamx1R1dBX0Zic3ZmVldFR2Yxd3R4Mkh2NFpGbFhCZXVjRGoxNjBrS0xORTM3dmU1dGxZYm4tTWNuTU4tVThEUEhQVTBCanNPUl9Oa1ExOGNNZ1ZyclRJOFVadjRkVFBBV256VTNDR2NieUtwZ3FuVzNCS1g4UDFxblY1TWFNTWdtTWlTb1hUUV9hTS14QUJuSzAxYnESFzhsR1paNDduTlpTaGlMTVBtYmFTcVFNGiJBQ0RYTDRsYkN3RGNKSk9NZWxQWEVmWUVHT3o5eW9nRnh3&fcv=3&vet=12ahUKEwiOqMHVs5mLAxWUEGIAHRmbJDUQw40IegQICxAB..i&ei=8lGZZ47nNZShiLMPmbaSqQM&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3Dan7u8qf0TnQ2lTZKAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Supervisor, Security",Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoY2l6c19ZbTZEZjJrbVZ2Yl9rU0RPQmlLVXNtc0htOGl5UHdpNWV5dzZucEhxRUVGaXR6S1ctQzBJeS16XzNBeG1VdC1IekxKcERVdVlxTVk4WlBDald3TXFwTE0teS1kY2h4SlNhbXVvWnlfRlNCQUpuZE93UlBHUTlSbjRBTWNZUzFpZzQ4SGo3cHlCVG1NRGFFdUdlOUZ1QldtZEtWRk5JQ2N6M0ZrZzdhejU4dUFuRU9hVUFLemI3WFllNkFqRkZLdUFsRkRQVXNGYTFNb3pUX0stUUx2T0pJbDNMcUZkMEhMQXY5bWpYeWNaZjJKaXFCU0ZDWjBTNThDRER0d3NvelE4R3FlbWl1cmxYc21CYlJnWkxDQXJvTE9vZHJldHAtb2NoamtUNWtYcFVzZGxZVzJSOFl1Z3F0VFZPd08xRW92MnF5SUNrT2ZZdnR1NC1KN0huTEdZUWtmNmhwV08tcGdYQ3JWXzE4LTJVa2lZMkgtajJTNzRlaG92RVBJMjlnenR0amtma1d1QUY5aUtLN21IeERULV9UZGFPZXQtT2VyMU1kTWxZVnFvdlppOGlrcHBXdVA3TmdLeHhRMXhlOUxCZ0JiVG0yOE5LV193T01ScnUyVjBMRGdfcGI4NHBUczREN2NfMlh0VFhxMEt2THM5UUg3Zjhjc1VSdW9ERDJ6UUcSFzlsR1paN2ZVRkl1djVOb1AzOTJIc1FVGiJBQ0RYTDRtSUx2N05tSUxtU1lNUVNVYWo0WWMtRXpoSXZn&fcv=3&vet=12ahUKEwi3p5TXs5mLAxWLF1kFHd_uIVYQw40IegQICxAB..i&ei=9lGZZ7fUFIuv5NoP392HsQU&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3D-rokHlcPX0taKW6qAAAAAA%3D%3D&vssid=jobs-detail-viewer
Mission Scheduler II/ Senior Mission Scheduler I,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoY2l6c19ZbTZEZjJrbVZ2Yl9rU0RPQmlLVXNtc0htOGl5UHdpNWV5dzZucEhxRUVGaXR6S1ctQzBJeS16XzNBeG1VdC1IekxKcERVdVlxTVk4WlBDald3TXFwTE0teS1kY2h4SlNhbXVvWnlfRlNCQUpuZE93UlBHUTlSbjRBTWNZUzFpZzQ4SGo3cHlCVG1NRGFFdUdlOUZ1QldtZEtWRk5JQ2N6M0ZrZzdhejU4dUFuRU9hVUFLemI3WFllNkFqRkZLdUFsRkRQVXNGYTFNb3pUX0stUUx2T0pJbDNMcUZkMEhMQXY5bWpYeWNaZjJKaXFCU0ZDWjBTNThDRER0d3NvelE4R3FlbWl1cmxYc21CYlJnWkxDQXJvTE9vZHJldHAtb2NoamtUNWtYcFVzZGxZVzJSOFl1Z3F0VFZPd08xRW92MnF5SUNrT2ZZdnR1NC1KN0huTEdZUWtmNmhwV08tcGdYQ3JWXzE4LTJVa2lZMkgtajJTNzRlaG92RVBJMjlnenR0amtma1d1QUY5aUtLN21IeERULV9UZGFPZXQtT2VyMU1kTWxZVnFvdlppOGlrcHBXdVA3TmdLeHhRMXhlOUxCZ0JiVG0yOE5LV193T01ScnUyVjBMRGdfcGI4NHBUczREN2NfMlh0VFhxMEt2THM5UUg3Zjhjc1VSdW9ERDJ6UUcSFzlsR1paN2ZVRkl1djVOb1AzOTJIc1FVGiJBQ0RYTDRtSUx2N05tSUxtU1lNUVNVYWo0WWMtRXpoSXZn&fcv=3&vet=12ahUKEwi3p5TXs5mLAxWLF1kFHd_uIVYQw40IegQICxAB..i&ei=9lGZZ7fUFIuv5NoP392HsQU&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DzeEi_PMcHubY-Y4DAAAAAA%3D%3D&vssid=jobs-detail-viewer
Materials Lab Technician II,Rocket Lab USA,"Long Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoY2l6c19ZbTZEZjJrbVZ2Yl9rU0RPQmlLVXNtc0htOGl5UHdpNWV5dzZucEhxRUVGaXR6S1ctQzBJeS16XzNBeG1VdC1IekxKcERVdVlxTVk4WlBDald3TXFwTE0teS1kY2h4SlNhbXVvWnlfRlNCQUpuZE93UlBHUTlSbjRBTWNZUzFpZzQ4SGo3cHlCVG1NRGFFdUdlOUZ1QldtZEtWRk5JQ2N6M0ZrZzdhejU4dUFuRU9hVUFLemI3WFllNkFqRkZLdUFsRkRQVXNGYTFNb3pUX0stUUx2T0pJbDNMcUZkMEhMQXY5bWpYeWNaZjJKaXFCU0ZDWjBTNThDRER0d3NvelE4R3FlbWl1cmxYc21CYlJnWkxDQXJvTE9vZHJldHAtb2NoamtUNWtYcFVzZGxZVzJSOFl1Z3F0VFZPd08xRW92MnF5SUNrT2ZZdnR1NC1KN0huTEdZUWtmNmhwV08tcGdYQ3JWXzE4LTJVa2lZMkgtajJTNzRlaG92RVBJMjlnenR0amtma1d1QUY5aUtLN21IeERULV9UZGFPZXQtT2VyMU1kTWxZVnFvdlppOGlrcHBXdVA3TmdLeHhRMXhlOUxCZ0JiVG0yOE5LV193T01ScnUyVjBMRGdfcGI4NHBUczREN2NfMlh0VFhxMEt2THM5UUg3Zjhjc1VSdW9ERDJ6UUcSFzlsR1paN2ZVRkl1djVOb1AzOTJIc1FVGiJBQ0RYTDRtSUx2N05tSUxtU1lNUVNVYWo0WWMtRXpoSXZn&fcv=3&vet=12ahUKEwi3p5TXs5mLAxWLF1kFHd_uIVYQw40IegQICxAB..i&ei=9lGZZ7fUFIuv5NoP392HsQU&opi=89978449&udm=8&cs=0&q=jobs#vhid=vt%3D20/docid%3DJYCKGTpgi5iNNvYsAAAAAA%3D%3D&vssid=jobs-detail-viewer
